纬度：4047.621  时间：013343  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时34分43秒卫星：09  确切时间：2017年5月10日
纬度：4047.621  时间：013344  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时34分44秒卫星：09  确切时间：2017年5月10日
纬度：4047.621  时间：013345  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时34分45秒卫星：09  确切时间：2017年5月10日
纬度：4047.621  时间：013346  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时34分46秒卫星：09  确切时间：2017年5月10日
纬度：4047.621  时间：013347  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时34分47秒卫星：09  确切时间：2017年5月10日
纬度：4047.621  时间：013348  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时34分48秒卫星：09  确切时间：2017年5月10日
纬度：4047.621  时间：013349  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时34分49秒卫星：09  确切时间：2017年5月10日
纬度：4047.621  时间：013350  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时35分50秒卫星：09  确切时间：2017年5月10日
纬度：4047.621  时间：013351  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时35分51秒卫星：09  确切时间：2017年5月10日
纬度：4047.621  时间：013352  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时35分52秒卫星：09  确切时间：2017年5月10日
纬度：4047.621  时间：013353  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时35分53秒卫星：09  确切时间：2017年5月10日
纬度：4047.621  时间：013354  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时35分54秒卫星：09  确切时间：2017年5月10日
纬度：4047.621  时间：013355  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时35分55秒卫星：09  确切时间：2017年5月10日
纬度：4047.621  时间：013356  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时35分56秒卫星：09  确切时间：2017年5月10日
纬度：4047.621  时间：013357  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时35分57秒卫星：10  确切时间：2017年5月10日
纬度：4047.621  时间：013358  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时35分58秒卫星：10  确切时间：2017年5月10日
纬度：4047.621  时间：013359  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时35分59秒卫星：10  确切时间：2017年5月10日
纬度：4047.621  时间：013400  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时40分00秒卫星：10  确切时间：2017年5月10日
纬度：4047.621  时间：013401  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时40分01秒卫星：09  确切时间：2017年5月10日
纬度：4047.621  时间：013402  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时40分02秒卫星：09  确切时间：2017年5月10日
纬度：4047.621  时间：013403  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时40分03秒卫星：09  确切时间：2017年5月10日
纬度：4047.621  时间：013404  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时40分04秒卫星：09  确切时间：2017年5月10日
